Incoming,Outgoing,Node Count,Incoming (MB/s),Outgoing (MB/s),Node Count
1017106.36182903,681101.391650099,6151,1.0171063618,0.6811013917,6151
1082871.51394422,529345.617529881,6151,1.0828715139,0.5293456175,6151
1176045.63492064,617964.285714286,6145,1.1760456349,0.6179642857,6145
1083945.32803181,474549.701789264,6144,1.083945328,0.4745497018,6144
1101199.00497512,616999.004975125,6143,1.101199005,0.616999005,6143
1036367.42800397,598592.850049653,6142,1.036367428,0.59859285,6142
1046994.02985075,768129.353233831,6141,1.0469940299,0.7681293532,6141
1107048.75621891,650505.472636816,6141,1.1070487562,0.6505054726,6141
1084003.97614314,699756.461232604,6139,1.0840039761,0.6997564612,6139
1083180.91451292,618634.194831014,6135,1.0831809145,0.6186341948,6135
1197880.59701493,730583.084577115,6132,1.197880597,0.7305830846,6132
1094420.47713718,528751.491053678,6129,1.0944204771,0.5287514911,6129
1035815.92039801,598890.547263682,6128,1.0358159204,0.5988905473,6128
1006259.70149254,614167.164179105,6126,1.0062597015,0.6141671642,6126
